cases,deaths,countriesAndTerritories,dateRep,countryterritoryCode
16546,381,Argentina,2020-10-17,ARG
17096,421,Argentina,2020-10-16,ARG
14932,349,Argentina,2020-10-15,ARG
13305,386,Argentina,2020-10-14,ARG
9524,318,Argentina,2020-10-13,ARG
10310,287,Argentina,2020-10-12,ARG
12428,356,Argentina,2020-10-11,ARG
15099,515,Argentina,2020-10-10,ARG
15454,484,Argentina,2020-10-09,ARG
16447,399,Argentina,2020-10-08,ARG
14740,359,Argentina,2020-10-07,ARG
11242,450,Argentina,2020-10-06,ARG
7668,223,Argentina,2020-10-05,ARG
11129,196,Argentina,2020-10-04,ARG
14687,311,Argentina,2020-10-03,ARG
14001,3351,Argentina,2020-10-02,ARG
14392,418,Argentina,2020-10-01,ARG
13477,406,Argentina,2020-09-30,ARG
11807,364,Argentina,2020-09-29,ARG
8841,206,Argentina,2020-09-28,ARG
11249,335,Argentina,2020-09-27,ARG
12956,442,Argentina,2020-09-26,ARG
13467,390,Argentina,2020-09-25,ARG
12638,424,Argentina,2020-09-24,ARG
12027,470,Argentina,2020-09-23,ARG
17213,573,Argentina,2020-09-22,ARG
9276,204,Argentina,2020-09-21,ARG
11945,214,Argentina,2020-09-20,ARG
12701,262,Argentina,2020-09-19,ARG
11674,319,Argentina,2020-09-18,ARG
11893,200,Argentina,2020-09-17,ARG
9908,298,Argentina,2020-09-16,ARG
9056,105,Argentina,2020-09-15,ARG
10778,101,Argentina,2020-09-14,ARG
11505,212,Argentina,2020-09-13,ARG
11905,281,Argentina,2020-09-12,ARG
12259,256,Argentina,2020-09-11,ARG
12027,278,Argentina,2020-09-10,ARG
9215,267,Argentina,2020-09-09,ARG
6986,105,Argentina,2020-09-08,ARG
9924,122,Argentina,2020-09-07,ARG
10684,217,Argentina,2020-09-06,ARG
12026,313,Argentina,2020-09-05,ARG
10933,184,Argentina,2020-09-04,ARG
10504,241,Argentina,2020-09-03,ARG
9309,232,Argentina,2020-09-02,ARG
7187,97,Argentina,2020-09-01,ARG
9217,96,Argentina,2020-08-31,ARG
11730,176,Argentina,2020-08-30,ARG
10104,185,Argentina,2020-08-29,ARG
10550,283,Argentina,2020-08-28,ARG
8771,259,Argentina,2020-08-27,ARG
8713,323,Argentina,2020-08-26,ARG
5352,231,Argentina,2020-08-25,ARG
7759,53,Argentina,2020-08-24,ARG
8159,228,Argentina,2020-08-23,ARG
8225,161,Argentina,2020-08-22,ARG
6693,292,Argentina,2020-08-21,ARG
6840,237,Argentina,2020-08-20,ARG
4557,127,Argentina,2020-08-19,ARG
5469,93,Argentina,2020-08-18,ARG
6663,92,Argentina,2020-08-17,ARG
6365,137,Argentina,2020-08-16,ARG
7498,182,Argentina,2020-08-15,ARG
7663,158,Argentina,2020-08-14,ARG
7043,303,Argentina,2020-08-13,ARG
7369,151,Argentina,2020-08-12,ARG
4688,78,Argentina,2020-08-11,ARG
6134,106,Argentina,2020-08-10,ARG
7482,159,Argentina,2020-08-09,ARG
7513,156,Argentina,2020-08-08,ARG
7147,126,Argentina,2020-08-07,ARG
6792,146,Argentina,2020-08-06,ARG
4824,196,Argentina,2020-08-05,ARG
5376,55,Argentina,2020-08-04,ARG
5241,54,Argentina,2020-08-03,ARG
5929,92,Argentina,2020-08-02,ARG
6377,155,Argentina,2020-08-01,ARG
5641,111,Argentina,2020-07-31,ARG
5939,118,Argentina,2020-07-30,ARG
4890,126,Argentina,2020-07-29,ARG
0,17,Argentina,2020-07-28,ARG
9006,92,Argentina,2020-07-27,ARG
5493,125,Argentina,2020-07-26,ARG
6127,105,Argentina,2020-07-25,ARG
5782,111,Argentina,2020-07-24,ARG
5344,133,Argentina,2020-07-23,ARG
4019,0,Argentina,2020-07-22,ARG
4231,127,Argentina,2020-07-21,ARG
3223,42,Argentina,2020-07-20,ARG
4518,71,Argentina,2020-07-19,ARG
3623,21,Argentina,2020-07-18,ARG
4250,62,Argentina,2020-07-17,ARG
3645,124,Argentina,2020-07-16,ARG
3099,23,Argentina,2020-07-15,ARG
2657,85,Argentina,2020-07-14,ARG
3449,8,Argentina,2020-07-13,ARG
3367,61,Argentina,2020-07-12,ARG
3663,42,Argentina,2020-07-11,ARG
3604,53,Argentina,2020-07-10,ARG
2979,52,Argentina,2020-07-09,ARG
2632,79,Argentina,2020-07-08,ARG
2439,33,Argentina,2020-07-07,ARG
2590,37,Argentina,2020-07-06,ARG
0,16,Argentina,2020-07-05,ARG
2845,52,Argentina,2020-07-04,ARG
2744,34,Argentina,2020-07-03,ARG
2667,44,Argentina,2020-07-02,ARG
2262,27,Argentina,2020-07-01,ARG
4524,63,Argentina,2020-06-30,ARG
0,10,Argentina,2020-06-29,ARG
5287,40,Argentina,2020-06-28,ARG
0,43,Argentina,2020-06-27,ARG
2606,39,Argentina,2020-06-26,ARG
4920,36,Argentina,2020-06-25,ARG
0,6,Argentina,2020-06-24,ARG
2146,32,Argentina,2020-06-23,ARG
1581,19,Argentina,2020-06-22,ARG
1634,13,Argentina,2020-06-21,ARG
4018,50,Argentina,2020-06-20,ARG
0,16,Argentina,2020-06-19,ARG
1393,35,Argentina,2020-06-18,ARG
1374,24,Argentina,2020-06-17,ARG
1208,21,Argentina,2020-06-16,ARG
1282,18,Argentina,2020-06-15,ARG
1531,30,Argentina,2020-06-14,ARG
1391,20,Argentina,2020-06-13,ARG
1373,30,Argentina,2020-06-12,ARG
1239,18,Argentina,2020-06-11,ARG
1141,24,Argentina,2020-06-10,ARG
826,29,Argentina,2020-06-09,ARG
774,16,Argentina,2020-06-08,ARG
983,16,Argentina,2020-06-07,ARG
1769,44,Argentina,2020-06-06,ARG
0,5,Argentina,2020-06-05,ARG
949,14,Argentina,2020-06-04,ARG
904,13,Argentina,2020-06-03,ARG
564,17,Argentina,2020-06-02,ARG
637,11,Argentina,2020-06-01,ARG
795,8,Argentina,2020-05-31,ARG
717,12,Argentina,2020-05-30,ARG
769,8,Argentina,2020-05-29,ARG
705,16,Argentina,2020-05-28,ARG
600,17,Argentina,2020-05-27,ARG
552,15,Argentina,2020-05-26,ARG
723,7,Argentina,2020-05-25,ARG
704,12,Argentina,2020-05-24,ARG
718,17,Argentina,2020-05-23,ARG
648,13,Argentina,2020-05-22,ARG
474,10,Argentina,2020-05-21,ARG
438,11,Argentina,2020-05-20,ARG
566,16,Argentina,2020-05-19,ARG
0,3,Argentina,2020-05-18,ARG
326,7,Argentina,2020-05-17,ARG
345,3,Argentina,2020-05-16,ARG
255,24,Argentina,2020-05-15,ARG
316,10,Argentina,2020-05-14,ARG
529,14,Argentina,2020-05-13,ARG
245,5,Argentina,2020-05-12,ARG
13,0,Argentina,2020-05-11,ARG
165,7,Argentina,2020-05-10,ARG
240,11,Argentina,2020-05-09,ARG
163,9,Argentina,2020-05-08,ARG
188,9,Argentina,2020-05-07,ARG
133,4,Argentina,2020-05-06,ARG
104,14,Argentina,2020-05-05,ARG
102,9,Argentina,2020-05-04,ARG
149,12,Argentina,2020-05-03,ARG
104,7,Argentina,2020-05-02,ARG
143,4,Argentina,2020-05-01,ARG
158,7,Argentina,2020-04-30,ARG
124,10,Argentina,2020-04-29,ARG
223,11,Argentina,2020-04-28,ARG
0,1,Argentina,2020-04-27,ARG
344,18,Argentina,2020-04-26,ARG
0,2,Argentina,2020-04-25,ARG
147,6,Argentina,2020-04-24,ARG
144,8,Argentina,2020-04-23,ARG
112,9,Argentina,2020-04-22,ARG
90,8,Argentina,2020-04-21,ARG
102,2,Argentina,2020-04-20,ARG
170,10,Argentina,2020-04-19,ARG
98,7,Argentina,2020-04-18,ARG
128,6,Argentina,2020-04-17,ARG
0,4,Argentina,2020-04-16,ARG
160,7,Argentina,2020-04-15,ARG
69,3,Argentina,2020-04-14,ARG
66,6,Argentina,2020-04-13,ARG
162,7,Argentina,2020-04-12,ARG
81,3,Argentina,2020-04-11,ARG
99,14,Argentina,2020-04-10,ARG
80,5,Argentina,2020-04-09,ARG
87,7,Argentina,2020-04-08,ARG
74,7,Argentina,2020-04-07,ARG
103,3,Argentina,2020-04-06,ARG
186,6,Argentina,2020-04-05,ARG
132,3,Argentina,2020-04-04,ARG
0,3,Argentina,2020-04-03,ARG
167,7,Argentina,2020-04-02,ARG
0,0,Argentina,2020-04-01,ARG
146,4,Argentina,2020-03-31,ARG
75,1,Argentina,2020-03-30,ARG
55,2,Argentina,2020-03-29,ARG
101,5,Argentina,2020-03-28,ARG
87,4,Argentina,2020-03-27,ARG
115,2,Argentina,2020-03-26,ARG
86,2,Argentina,2020-03-25,ARG
35,0,Argentina,2020-03-24,ARG
41,0,Argentina,2020-03-23,ARG
67,1,Argentina,2020-03-22,ARG
30,0,Argentina,2020-03-21,ARG
31,1,Argentina,2020-03-20,ARG
18,0,Argentina,2020-03-19,ARG
14,0,Argentina,2020-03-18,ARG
9,0,Argentina,2020-03-17,ARG
11,0,Argentina,2020-03-16,ARG
11,0,Argentina,2020-03-15,ARG
3,1,Argentina,2020-03-14,ARG
12,0,Argentina,2020-03-13,ARG
7,0,Argentina,2020-03-11,ARG
3,0,Argentina,2020-03-09,ARG
1,1,Argentina,2020-03-08,ARG
6,0,Argentina,2020-03-07,ARG
1,0,Argentina,2020-03-06,ARG
1,0,Argentina,2020-03-04,ARG
356,22,Armenia,2020-11-30,ARM
1174,21,Armenia,2020-11-29,ARM
1248,31,Armenia,2020-11-28,ARM
1476,22,Armenia,2020-11-27,ARM
1785,28,Armenia,2020-11-26,ARM
1563,38,Armenia,2020-11-25,ARM
813,26,Armenia,2020-11-24,ARM
485,24,Armenia,2020-11-23,ARM
1385,21,Armenia,2020-11-22,ARM
1193,31,Armenia,2020-11-21,ARM
1667,30,Armenia,2020-11-20,ARM
1520,31,Armenia,2020-11-19,ARM
1589,28,Armenia,2020-11-18,ARM
984,23,Armenia,2020-11-17,ARM
549,25,Armenia,2020-11-16,ARM
1482,25,Armenia,2020-11-15,ARM
1472,41,Armenia,2020-11-14,ARM
1703,29,Armenia,2020-11-13,ARM
1993,32,Armenia,2020-11-12,ARM
2000,27,Armenia,2020-11-11,ARM
1221,29,Armenia,2020-11-10,ARM
1042,21,Armenia,2020-11-09,ARM
2175,26,Armenia,2020-11-08,ARM
2476,27,Armenia,2020-11-07,ARM
2210,30,Armenia,2020-11-06,ARM
2413,28,Armenia,2020-11-05,ARM
2374,35,Armenia,2020-11-04,ARM
1328,22,Armenia,2020-11-03,ARM
1194,28,Armenia,2020-11-02,ARM
2441,22,Armenia,2020-11-01,ARM
2381,41,Armenia,2020-10-31,ARM
2398,28,Armenia,2020-10-30,ARM
2383,29,Armenia,2020-10-29,ARM
2241,21,Armenia,2020-10-28,ARM
1600,26,Armenia,2020-10-27,ARM
973,16,Armenia,2020-10-26,ARM
4527,35,Armenia,2020-10-25,ARM
2474,14,Armenia,2020-10-24,ARM
2306,10,Armenia,2020-10-23,ARM
1836,20,Armenia,2020-10-22,ARM
1234,10,Armenia,2020-10-21,ARM
766,10,Armenia,2020-10-20,ARM
1694,14,Armenia,2020-10-19,ARM
1540,11,Armenia,2020-10-18,ARM
1465,10,Armenia,2020-10-17,ARM
1371,7,Armenia,2020-10-16,ARM
0,0,Armenia,2020-10-15,ARM
1058,7,Armenia,2020-10-14,ARM
1115,12,Armenia,2020-10-13,ARM
715,4,Armenia,2020-10-12,ARM
649,6,Armenia,2020-10-11,ARM
614,5,Armenia,2020-10-10,ARM
718,10,Armenia,2020-10-09,ARM
672,5,Armenia,2020-10-08,ARM
406,6,Armenia,2020-10-07,ARM
181,7,Armenia,2020-10-06,ARM
571,5,Armenia,2020-10-05,ARM
543,6,Armenia,2020-10-04,ARM
532,3,Armenia,2020-10-03,ARM
491,4,Armenia,2020-10-02,ARM
458,1,Armenia,2020-10-01,ARM
327,1,Armenia,2020-09-30,ARM
174,6,Armenia,2020-09-29,ARM
328,3,Armenia,2020-09-28,ARM
429,1,Armenia,2020-09-27,ARM
392,2,Armenia,2020-09-26,ARM
374,3,Armenia,2020-09-25,ARM
210,4,Armenia,2020-09-24,ARM
115,2,Armenia,2020-09-23,ARM
121,6,Armenia,2020-09-22,ARM
277,2,Armenia,2020-09-21,ARM
244,2,Armenia,2020-09-20,ARM
239,1,Armenia,2020-09-19,ARM
295,2,Armenia,2020-09-18,ARM
257,3,Armenia,2020-09-17,ARM
150,1,Armenia,2020-09-16,ARM
107,3,Armenia,2020-09-15,ARM
187,5,Armenia,2020-09-14,ARM
172,2,Armenia,2020-09-13,ARM
177,3,Armenia,2020-09-12,ARM
174,1,Armenia,2020-09-11,ARM
199,2,Armenia,2020-09-10,ARM
108,3,Armenia,2020-09-09,ARM
62,3,Armenia,2020-09-08,ARM
134,2,Armenia,2020-09-07,ARM
188,4,Armenia,2020-09-06,ARM
190,4,Armenia,2020-09-05,ARM
196,3,Armenia,2020-09-04,ARM
197,3,Armenia,2020-09-03,ARM
97,2,Armenia,2020-09-02,ARM
31,2,Armenia,2020-09-01,ARM
124,5,Armenia,2020-08-31,ARM
175,3,Armenia,2020-08-30,ARM
181,5,Armenia,2020-08-29,ARM
203,3,Armenia,2020-08-28,ARM
131,3,Armenia,2020-08-27,ARM
111,4,Armenia,2020-08-26,ARM
33,2,Armenia,2020-08-25,ARM
176,2,Armenia,2020-08-24,ARM
139,8,Armenia,2020-08-23,ARM
158,6,Armenia,2020-08-22,ARM
263,3,Armenia,2020-08-21,ARM
210,1,Armenia,2020-08-20,ARM
145,8,Armenia,2020-08-19,ARM
38,6,Armenia,2020-08-18,ARM
168,1,Armenia,2020-08-17,ARM
196,3,Armenia,2020-08-16,ARM
276,5,Armenia,2020-08-15,ARM
229,3,Armenia,2020-08-14,ARM
201,3,Armenia,2020-08-13,ARM
160,7,Armenia,2020-08-12,ARM
23,5,Armenia,2020-08-11,ARM
225,6,Armenia,2020-08-10,ARM
300,8,Armenia,2020-08-09,ARM
66,5,Armenia,2020-08-08,ARM
233,2,Armenia,2020-08-07,ARM
288,2,Armenia,2020-08-06,ARM
196,6,Armenia,2020-08-05,ARM
0,0,Armenia,2020-08-04,ARM
52,8,Armenia,2020-08-03,ARM
209,5,Armenia,2020-08-02,ARM
291,11,Armenia,2020-08-01,ARM
354,10,Armenia,2020-07-31,ARM
259,5,Armenia,2020-07-30,ARM
308,4,Armenia,2020-07-29,ARM
239,8,Armenia,2020-07-28,ARM
73,6,Armenia,2020-07-27,ARM
321,5,Armenia,2020-07-26,ARM
383,8,Armenia,2020-07-25,ARM
451,4,Armenia,2020-07-24,ARM
469,10,Armenia,2020-07-23,ARM
439,16,Armenia,2020-07-22,ARM
273,12,Armenia,2020-07-21,ARM
104,9,Armenia,2020-07-20,ARM
415,10,Armenia,2020-07-19,ARM
461,11,Armenia,2020-07-18,ARM
442,13,Armenia,2020-07-17,ARM
554,15,Armenia,2020-07-16,ARM
515,11,Armenia,2020-07-15,ARM
339,8,Armenia,2020-07-14,ARM
182,8,Armenia,2020-07-13,ARM
577,6,Armenia,2020-07-12,ARM
489,13,Armenia,2020-07-11,ARM
557,11,Armenia,2020-07-10,ARM
526,14,Armenia,2020-07-09,ARM
535,18,Armenia,2020-07-08,ARM
349,12,Armenia,2020-07-07,ARM
330,7,Armenia,2020-07-06,ARM
706,7,Armenia,2020-07-05,ARM
580,8,Armenia,2020-07-04,ARM
662,10,Armenia,2020-07-03,ARM
593,6,Armenia,2020-07-02,ARM
523,10,Armenia,2020-07-01,ARM
415,10,Armenia,2020-06-30,ARM
482,7,Armenia,2020-06-29,ARM
736,6,Armenia,2020-06-28,ARM
662,10,Armenia,2020-06-27,ARM
759,13,Armenia,2020-06-26,ARM
771,11,Armenia,2020-06-25,ARM
711,14,Armenia,2020-06-24,ARM
418,12,Armenia,2020-06-23,ARM
320,10,Armenia,2020-06-22,ARM
560,18,Armenia,2020-06-21,ARM
551,13,Armenia,2020-06-20,ARM
459,10,Armenia,2020-06-19,ARM
665,7,Armenia,2020-06-18,ARM
544,9,Armenia,2020-06-17,ARM
425,8,Armenia,2020-06-16,ARM
397,16,Armenia,2020-06-15,ARM
663,5,Armenia,2020-06-14,ARM
723,6,Armenia,2020-06-13,ARM
612,13,Armenia,2020-06-12,ARM
566,18,Armenia,2020-06-11,ARM
428,10,Armenia,2020-06-10,ARM
350,6,Armenia,2020-06-09,ARM
195,11,Armenia,2020-06-08,ARM
766,10,Armenia,2020-06-07,ARM
547,7,Armenia,2020-06-06,ARM
596,7,Armenia,2020-06-05,ARM
697,6,Armenia,2020-06-04,ARM
515,12,Armenia,2020-06-03,ARM
517,19,Armenia,2020-06-02,ARM
210,8,Armenia,2020-06-01,ARM
355,4,Armenia,2020-05-31,ARM
251,7,Armenia,2020-05-30,ARM
460,7,Armenia,2020-05-29,ARM
442,15,Armenia,2020-05-28,ARM
372,7,Armenia,2020-05-27,ARM
289,4,Armenia,2020-05-26,ARM
452,6,Armenia,2020-05-25,ARM
359,4,Armenia,2020-05-24,ARM
374,3,Armenia,2020-05-23,ARM
322,4,Armenia,2020-05-22,ARM
335,3,Armenia,2020-05-21,ARM
230,3,Armenia,2020-05-20,ARM
218,3,Armenia,2020-05-19,ARM
351,1,Armenia,2020-05-18,ARM
189,5,Armenia,2020-05-17,ARM
239,3,Armenia,2020-05-16,ARM
184,3,Armenia,2020-05-15,ARM
142,1,Armenia,2020-05-14,ARM
180,1,Armenia,2020-05-13,ARM
146,1,Armenia,2020-05-12,ARM
79,1,Armenia,2020-05-11,ARM
138,1,Armenia,2020-05-10,ARM
146,1,Armenia,2020-05-09,ARM
145,1,Armenia,2020-05-08,ARM
102,2,Armenia,2020-05-07,ARM
163,0,Armenia,2020-05-06,ARM
112,1,Armenia,2020-05-05,ARM
121,4,Armenia,2020-05-04,ARM
113,2,Armenia,2020-05-03,ARM
125,0,Armenia,2020-05-02,ARM
82,1,Armenia,2020-05-01,ARM
134,2,Armenia,2020-04-30,ARM
65,0,Armenia,2020-04-29,ARM
59,1,Armenia,2020-04-28,ARM
62,1,Armenia,2020-04-27,ARM
69,0,Armenia,2020-04-26,ARM
81,1,Armenia,2020-04-25,ARM
73,3,Armenia,2020-04-24,ARM
50,0,Armenia,2020-04-23,ARM
72,0,Armenia,2020-04-22,ARM
62,2,Armenia,2020-04-21,ARM
48,2,Armenia,2020-04-20,ARM
43,0,Armenia,2020-04-19,ARM
47,1,Armenia,2020-04-18,ARM
42,1,Armenia,2020-04-17,ARM
48,1,Armenia,2020-04-16,ARM
44,1,Armenia,2020-04-15,ARM
28,2,Armenia,2020-04-14,ARM
26,1,Armenia,2020-04-13,ARM
46,0,Armenia,2020-04-12,ARM
30,2,Armenia,2020-04-11,ARM
16,1,Armenia,2020-04-10,ARM
40,1,Armenia,2020-04-09,ARM
28,1,Armenia,2020-04-08,ARM
20,0,Armenia,2020-04-07,ARM
11,1,Armenia,2020-04-06,ARM
52,0,Armenia,2020-04-05,ARM
34,0,Armenia,2020-04-04,ARM
73,3,Armenia,2020-04-03,ARM
92,1,Armenia,2020-04-02,ARM
39,0,Armenia,2020-04-01,ARM
50,0,Armenia,2020-03-31,ARM
58,2,Armenia,2020-03-30,ARM
52,0,Armenia,2020-03-29,ARM
43,0,Armenia,2020-03-28,ARM
39,1,Armenia,2020-03-27,ARM
25,0,Armenia,2020-03-26,ARM
30,0,Armenia,2020-03-25,ARM
41,0,Armenia,2020-03-24,ARM
4,0,Armenia,2020-03-23,ARM
30,0,Armenia,2020-03-22,ARM
24,0,Armenia,2020-03-21,ARM
26,0,Armenia,2020-03-20,ARM
32,0,Armenia,2020-03-19,ARM
33,0,Armenia,2020-03-18,ARM
17,0,Armenia,2020-03-17,ARM
8,0,Armenia,2020-03-16,ARM
7,0,Armenia,2020-03-15,ARM
7,0,Armenia,2020-03-14,ARM
2,0,Armenia,2020-03-13,ARM
3,0,Armenia,2020-03-12,ARM
0,0,Armenia,2020-03-02,ARM
1,0,Armenia,2020-03-01,ARM
0,0,Armenia,2020-02-29,ARM
0,0,Armenia,2020-02-28,ARM
0,0,Armenia,2020-02-27,ARM
0,0,Armenia,2020-02-26,ARM
0,0,Armenia,2020-02-25,ARM
0,0,Armenia,2020-02-24,ARM
0,0,Armenia,2020-02-23,ARM
0,0,Armenia,2020-02-22,ARM
0,0,Armenia,2020-02-21,ARM
0,0,Armenia,2020-02-20,ARM
0,0,Armenia,2020-02-19,ARM
0,0,Armenia,2020-02-18,ARM
0,0,Armenia,2020-02-17,ARM
0,0,Armenia,2020-02-16,ARM
0,0,Armenia,2020-02-15,ARM
0,0,Armenia,2020-02-14,ARM
0,0,Armenia,2020-02-13,ARM
0,0,Armenia,2020-02-12,ARM
0,0,Armenia,2020-02-11,ARM
0,0,Armenia,2020-02-10,ARM
0,0,Armenia,2020-02-09,ARM
0,0,Armenia,2020-02-08,ARM
0,0,Armenia,2020-02-07,ARM
0,0,Armenia,2020-02-06,ARM
0,0,Armenia,2020-02-05,ARM
0,0,Armenia,2020-02-04,ARM
0,0,Armenia,2020-02-03,ARM
0,0,Armenia,2020-02-02,ARM
0,0,Armenia,2020-02-01,ARM
0,0,Armenia,2020-01-31,ARM
0,0,Armenia,2020-01-30,ARM
0,0,Armenia,2020-01-29,ARM
0,0,Armenia,2020-01-28,ARM
0,0,Armenia,2020-01-27,ARM
0,0,Armenia,2020-01-26,ARM
0,0,Armenia,2020-01-25,ARM
0,0,Armenia,2020-01-24,ARM
0,0,Armenia,2020-01-23,ARM
0,0,Armenia,2020-01-22,ARM
0,0,Armenia,2020-01-21,ARM
0,0,Armenia,2020-01-20,ARM
0,0,Armenia,2020-01-19,ARM
0,0,Armenia,2020-01-18,ARM
0,0,Armenia,2020-01-17,ARM
0,0,Armenia,2020-01-16,ARM
0,0,Armenia,2020-01-15,ARM
0,0,Armenia,2020-01-14,ARM
0,0,Armenia,2020-01-13,ARM
0,0,Armenia,2020-01-12,ARM
0,0,Armenia,2020-01-11,ARM
0,0,Armenia,2020-01-10,ARM
0,0,Armenia,2020-01-09,ARM
0,0,Armenia,2020-01-08,ARM
0,0,Armenia,2020-01-07,ARM
0,0,Armenia,2020-01-06,ARM
0,0,Armenia,2020-01-05,ARM
0,0,Armenia,2020-01-04,ARM
0,0,Armenia,2020-01-03,ARM
0,0,Armenia,2020-01-02,ARM
0,0,Armenia,2020-01-01,ARM
0,0,Armenia,2019-12-31,ARM
5,0,Aruba,2020-11-30,ABW
25,0,Aruba,2020-11-29,ABW
17,0,Aruba,2020-11-28,ABW
13,0,Aruba,2020-11-27,ABW
27,0,Aruba,2020-11-26,ABW
14,0,Aruba,2020-11-25,ABW
6,0,Aruba,2020-11-24,ABW
7,0,Aruba,2020-11-23,ABW
26,0,Aruba,2020-11-22,ABW
5,0,Aruba,2020-11-21,ABW
8,0,Aruba,2020-11-20,ABW
9,1,Aruba,2020-11-19,ABW
8,0,Aruba,2020-11-18,ABW
6,0,Aruba,2020-11-17,ABW
4,0,Aruba,2020-11-16,ABW
8,1,Aruba,2020-11-15,ABW
11,0,Aruba,2020-11-14,ABW
8,0,Aruba,2020-11-13,ABW
9,1,Aruba,2020-11-12,ABW
16,1,Aruba,2020-11-11,ABW
6,1,Aruba,2020-11-10,ABW
11,0,Aruba,2020-11-09,ABW
11,1,Aruba,2020-11-08,ABW
14,0,Aruba,2020-11-07,ABW
11,0,Aruba,2020-11-06,ABW
15,1,Aruba,2020-11-05,ABW
14,0,Aruba,2020-11-04,ABW
5,0,Aruba,2020-11-03,ABW
6,0,Aruba,2020-11-02,ABW
41,1,Aruba,2020-11-01,ABW
17,0,Aruba,2020-10-31,ABW
18,1,Aruba,2020-10-30,ABW
17,0,Aruba,2020-10-29,ABW
0,0,Aruba,2020-10-28,ABW
0,0,Aruba,2020-10-27,ABW
10,0,Aruba,2020-10-26,ABW
9,0,Aruba,2020-10-25,ABW
12,0,Aruba,2020-10-24,ABW
20,1,Aruba,2020-10-23,ABW
14,1,Aruba,2020-10-22,ABW
21,0,Aruba,2020-10-21,ABW
12,0,Aruba,2020-10-20,ABW
18,0,Aruba,2020-10-19,ABW
15,2,Aruba,2020-10-18,ABW
4,0,Aruba,2020-10-17,ABW
30,0,Aruba,2020-10-16,ABW
26,0,Aruba,2020-10-15,ABW
32,0,Aruba,2020-10-14,ABW
3,0,Aruba,2020-10-13,ABW
6,0,Aruba,2020-10-12,ABW
21,0,Aruba,2020-10-11,ABW
34,1,Aruba,2020-10-10,ABW
25,0,Aruba,2020-10-09,ABW
14,0,Aruba,2020-10-08,ABW
15,1,Aruba,2020-10-07,ABW
0,0,Aruba,2020-10-06,ABW
5,0,Aruba,2020-10-05,ABW
36,0,Aruba,2020-10-04,ABW
40,3,Aruba,2020-10-03,ABW
35,0,Aruba,2020-10-02,ABW
29,1,Aruba,2020-10-01,ABW
62,1,Aruba,2020-09-30,ABW
28,0,Aruba,2020-09-29,ABW
12,0,Aruba,2020-09-28,ABW
33,0,Aruba,2020-09-27,ABW
43,0,Aruba,2020-09-26,ABW
35,0,Aruba,2020-09-25,ABW
56,0,Aruba,2020-09-24,ABW
78,1,Aruba,2020-09-23,ABW
36,1,Aruba,2020-09-22,ABW
91,0,Aruba,2020-09-21,ABW
0,0,Aruba,2020-09-20,ABW
78,0,Aruba,2020-09-19,ABW
54,1,Aruba,2020-09-18,ABW
176,0,Aruba,2020-09-17,ABW
92,2,Aruba,2020-09-16,ABW
14,2,Aruba,2020-09-15,ABW
52,0,Aruba,2020-09-14,ABW
96,0,Aruba,2020-09-13,ABW
79,2,Aruba,2020-09-12,ABW
89,1,Aruba,2020-09-11,ABW
141,0,Aruba,2020-09-10,ABW
107,0,Aruba,2020-09-09,ABW
33,1,Aruba,2020-09-08,ABW
21,0,Aruba,2020-09-07,ABW
70,1,Aruba,2020-09-06,ABW
66,0,Aruba,2020-09-05,ABW
81,1,Aruba,2020-09-04,ABW
107,2,Aruba,2020-09-03,ABW
98,0,Aruba,2020-09-02,ABW
9,0,Aruba,2020-09-01,ABW
22,0,Aruba,2020-08-31,ABW
69,1,Aruba,2020-08-30,ABW
58,1,Aruba,2020-08-29,ABW
88,0,Aruba,2020-08-28,ABW
90,0,Aruba,2020-08-27,ABW
42,1,Aruba,2020-08-26,ABW
60,0,Aruba,2020-08-25,ABW
34,0,Aruba,2020-08-24,ABW
70,1,Aruba,2020-08-23,ABW
77,0,Aruba,2020-08-22,ABW
91,1,Aruba,2020-08-21,ABW
175,1,Aruba,2020-08-20,ABW
0,0,Aruba,2020-08-19,ABW
19,0,Aruba,2020-08-18,ABW
54,0,Aruba,2020-08-17,ABW
75,0,Aruba,2020-08-16,ABW
79,0,Aruba,2020-08-15,ABW
96,1,Aruba,2020-08-14,ABW
81,0,Aruba,2020-08-13,ABW
87,0,Aruba,2020-08-12,ABW
67,0,Aruba,2020-08-11,ABW
54,0,Aruba,2020-08-10,ABW
113,0,Aruba,2020-08-09,ABW
133,0,Aruba,2020-08-08,ABW
92,0,Aruba,2020-08-07,ABW
39,0,Aruba,2020-08-06,ABW
8,0,Aruba,2020-08-05,ABW
2,0,Aruba,2020-08-04,ABW
1,0,Aruba,2020-08-03,ABW
0,0,Aruba,2020-08-02,ABW
1,0,Aruba,2020-08-01,ABW
1,0,Aruba,2020-07-31,ABW
0,0,Aruba,2020-07-30,ABW
0,0,Aruba,2020-07-29,ABW
0,0,Aruba,2020-07-28,ABW
0,0,Aruba,2020-07-27,ABW
1,0,Aruba,2020-07-26,ABW
1,0,Aruba,2020-07-25,ABW
0,0,Aruba,2020-07-24,ABW
0,0,Aruba,2020-07-23,ABW
2,0,Aruba,2020-07-22,ABW
2,0,Aruba,2020-07-21,ABW
5,0,Aruba,2020-07-20,ABW
0,0,Aruba,2020-07-19,ABW
0,0,Aruba,2020-07-18,ABW
2,0,Aruba,2020-07-17,ABW
0,0,Aruba,2020-07-16,ABW
